userid,InboundCall,IsDealSeeker,IsDirtLover,IsDreamer,IsGreen,IsResearcher,TradeInValueGenerated,InboundCallCount,TotalInboundCallLength,BureauIncome,CreditScore1,CreditScore2,FraudScore,Income,MedianVehicleFuelEcon,MedianVehiclePrice,TradeInValueAmount,LeadSource,AgeCategory,accountcreationdatetime,PhoneNumber_hashed,MedianVehicleMileage
5482,0,0,0,0,0,0,1,0,262,70779,700,616,416,73763,18.6,22314,5211,Website,65+,2018-03-11 11:13:00,415B7504BF9A8AC552D2B182D31A7EBDEA4C40406C33CDFF3471658BF15DE044,35372
5483,0,0,0,0,0,0,0,0,370,55974,587,638,366,52108,27.1,24302,6762,Website,18-35,2018-01-31 19:23:00,5E13F0D93F7D4577CCFAD1A49F3E7111BA7DC0A2AA4B7F8ADB85E4CF708BF93E,41799
5484,0,0,0,0,0,0,1,0,552,37634,632,733,367,34191,22.8,26610,7307,Website,35-45,2018-03-10 19:17:00,,50208
5485,0,0,1,0,0,0,0,0,270,54160,603,608,367,67017,33.2,23747,7267,Website,35-45,2018-01-08 14:09:00,EA6BDC9313F4CB0F125AABBD38D3B7B41BBB654DCBF050AADA07C7150316CF3D,27759
5486,0,0,0,0,0,0,1,0,383,49143,632,653,173,45812,21.7,23868,5567,Website,18-35,2018-03-08 15:01:00,B764F52CED76D8A6AC14F47D3311D502AD29CE10E32EF1C105D50BC6A3B4B0DC,35207
5487,0,0,1,0,0,0,0,0,245,72360,599,626,319,72832,27.5,27515,12900,Website,55-65,2018-02-26 08:49:00,A13C706A23F3227FD65A1DC1D305807D58D9B13D12A6F2CF32E4F4A974303596,28762
5488,0,0,0,0,0,1,0,0,260,59102,608,642,369,72237,17.4,18091,5783,ThirdPartyFinancing,55-65,2018-01-16 13:27:00,71115A66F44894DEF4D671C947D2E66C5AB3433041441E4CED51EC483EC8CAFC,37527
5489,0,0,0,1,0,1,0,0,282,34104,696,675,344,38020,21,29590,10667,Website,18-35,2018-03-19 08:19:00,B34C4663CAA7B8F6E084A46B5E3248489F00BDC5F0423F512CE628E71910E16B,40876
5490,0,0,0,0,0,0,1,0,373,41457,535,548,463,35657,20.9,26675,10265,Website,45-55,2018-02-05 04:43:00,9C54E6560C18282417C729B4455C645C915CF2A8247B054328045F473096E91B,35286
5491,0,0,0,0,0,0,1,0,315,48154,628,635,320,28176,22.8,16460,11268,ThirdPartyListing,65+,2018-04-17 02:21:00,9858A6D504F2CBAF7315609B486086086F57488816902E0648055EEC97C6A7D9,48498
5492,0,0,0,0,0,1,0,0,329,50435,659,663,278,49377,24.9,21310,8294,Website,35-45,2018-04-25 18:34:00,0D7E5D6CF0F72B526B4BDA2219B3B8BD7F1073A232A90D5D35024310DA8B8693,39691
5493,0,0,1,0,0,0,0,0,287,63048,657,676,397,52848,11.3,26572,8624,Website,65+,2018-01-19 23:43:00,BFA2CB226C8BAABA4AA107F3BBE2BD2DB9ED33E9FD21569D73AAF9222B790261,39043
5494,0,1,0,0,0,0,0,0,265,45521,623,543,378,47446,27.2,23317,3836,Website,65+,2018-03-09 00:32:00,72B92CFC0E37792C12D47DD080160C51B62E61A984EC6B70015C394A0EF22CAD,39425
5495,1,0,0,0,0,0,1,0,291,41351,720,773,337,58519,32.4,16415,8968,Website,35-45,2018-04-16 10:44:00,B57171384B2BFE6AD3C308841DF80CB8E459DF580C99BA46BB1C2B64BE96F91A,37315
5496,0,0,0,0,0,0,0,0,289,38066,754,815,391,45086,27,16053,6321,Website,55-65,2018-03-17 16:41:00,B5F2B5F14E324BDA1F19976B058C8E4D9B59557BF0CF60EE628CD927B6487A4E,48044
5497,1,0,0,0,0,0,1,1,282,58038,594,652,356,63941,34.3,26480,6341,ThirdPartyListing,65+,2018-04-21 13:01:00,,39934
5498,0,0,1,0,1,1,0,1,224,34640,698,711,245,33592,25.9,17195,3158,Website,18-35,2018-03-02 16:48:00,FE6B783E67799C42A84680B95866FB27EFAB9131F973AF62C50DB01DF7A866E8,33615
5499,0,0,0,0,0,0,1,0,494,55369,660,614,357,37941,26.8,28989,5627,Website,35-45,2018-02-16 21:31:00,,46575
5500,1,1,0,0,0,0,0,0,246,26324,666,693,345,32113,26.2,21333,11308,Website,55-65,2018-04-10 05:45:00,,40394
5501,0,0,0,0,0,0,0,0,411,46637,641,703,366,45023,27,24392,5832,ThirdPartyListing,18-35,2018-02-16 10:34:00,9E42F2974804868590C5181905446039FD6A384FC1AA5EEF8C0140DB2BFC4F38,40507
5502,0,0,0,0,0,0,1,1,335,43839,628,668,357,77750,24,18901,9216,ThirdPartyListing,35-45,2018-01-25 14:04:00,705924D9C400358324E8E1B06DBF18990B45D6DE30C077B1EC2BEF341577D6CC,41923
5503,0,0,0,0,0,0,1,0,249,31716,645,693,307,25591,16.8,27379,9490,Website,35-45,2018-03-07 11:07:00,,31624
5504,1,0,0,0,0,0,1,0,315,66558,675,720,321,65483,35.9,24096,6044,Website,18-35,2018-03-18 22:34:00,,38371
5505,1,0,0,0,0,0,1,0,298,57763,597,625,405,81369,28.4,22341,9550,ThirdPartyListing,55-65,2018-04-18 07:42:00,4BAB5F0B021DB5379CC1546267A27B28F457E1A8252BF391B8F37B9E2C734CE4,29571
5506,0,0,1,0,0,0,0,0,202,65887,605,620,417,58787,38.6,26968,8042,Website,45-55,2018-04-09 12:52:00,B0D1BC7171C957FD522811F982C7B167BC85FA375FE75ED3DE5752F00E766233,41697
5507,0,0,0,0,0,0,1,0,382,34489,694,694,375,35523,24.8,21411,8442,Website,55-65,2018-05-04 23:42:00,,39157
5508,0,0,1,0,1,1,0,0,354,32843,597,584,423,42727,22.4,21760,5230,ThirdPartyListing,18-35,2018-02-14 04:45:00,,19691
5509,0,0,0,0,1,0,1,1,276,14388,705,750,376,12765,22.4,23726,9969,Website,45-55,2018-04-08 13:08:00,,36247
5510,0,0,0,1,0,0,1,0,271,41658,668,662,297,55790,39.7,14200,6784,Website,18-35,2018-04-09 15:58:00,,49787
5511,0,1,0,0,0,0,1,0,283,46122,704,759,242,43194,24.3,25747,1105,Website,45-55,2018-04-20 10:58:00,41920121AFC052218FFF870F174ABA51F9A2685F632D2CD5ED45EEBD84903918,36848
5512,0,0,0,0,0,0,1,0,271,31552,677,685,306,42785,30,16060,9084,Website,18-35,2018-02-28 16:54:00,4ED1D96EA18A844EFAD4FCB66AD1F58FB826DD0685DF34B5CBE2E89B1CC98636,31390
5513,0,0,0,0,0,0,1,0,330,35639,615,630,425,39239,28.5,29661,8907,Website,45-55,2018-01-08 15:22:00,A5C8F64D86F71253BB316BE8E8635FBE87E8065C01D873FA100E83F81F4631C7,48075
5514,1,0,0,1,0,1,0,1,340,48913,601,582,243,54923,38.9,29521,11896,ThirdPartyListing,35-45,2018-05-07 17:00:00,D1CD3E97034D8EA334453D7D72FFD6DE75140EE39022EE152C22AD6C4B615CCE,34347
5515,0,1,1,0,0,0,0,0,333,53889,621,601,386,54617,31.3,24231,7751,Website,35-45,2018-01-02 12:28:00,1FECD1AC5B252A9EAB418662AB80AE13947BB68E50DD0CE57AFEE85F29D3A658,43757
5516,0,0,1,0,0,0,0,0,181,51103,560,597,250,58363,23.4,19693,8292,Website,55-65,2018-01-03 08:52:00,EB97A3BA69F0AC85E68595DE6B100C18F1A1F6F867A9A956277B1FCF214C2FFA,27347
5517,0,0,0,0,0,0,0,0,246,38928,602,691,349,42551,16.8,21508,8270,ThirdPartyListing,35-45,2018-02-23 05:26:00,C87D496AC317D3DC9E84CC80D2E0BF8124200141D7BACA73DAA4C79271BFDC37,36424
5518,0,1,0,0,0,0,0,0,278,41155,716,719,348,24547,26.2,28288,8929,ThirdPartyListing,55-65,2018-05-02 07:46:00,1BC17B282EB02B6666608DA79ACB965FCA1BEA42BD9D843968C35D91B284109E,31024
5519,1,1,0,0,0,0,0,0,350,58481,554,606,410,54105,28.9,20086,8272,Website,45-55,2018-02-02 21:52:00,F3725B321B2380149E0D25CD8821E7D366D3E061CEB12871842730F5E17402D8,28739
5520,1,0,1,0,0,0,1,0,260,59649,640,664,353,46554,35.3,23193,12139,ThirdPartyListing,18-35,2018-03-08 14:20:00,9A3E27EA0477E8F68232471D1D6308FF7EE9F801BA6B420B2AA9C0481A53C00C,38778
5521,1,0,0,0,0,0,1,0,197,43541,625,554,429,51137,31.3,18304,6385,Website,55-65,2018-04-30 17:08:00,E3D32EC21FE23ED2A16FFD8B5ECDCF7B0B303CFFE43F564BC64F9025481607D9,39168
5522,0,0,0,0,0,0,1,0,226,39877,669,717,407,43942,26,20191,12935,ThirdPartyFinancing,45-55,2018-02-24 09:19:00,B599E4B38C0976EEEC4B3043C00AB7795638666B24F7CE37E95F12AFB29D74D4,21847
5523,0,0,0,0,0,0,0,0,305,58275,701,713,363,56722,19.1,23426,13807,Website,18-35,2018-04-27 03:50:00,,48583
5524,1,0,0,0,0,0,1,0,378,43341,670,650,465,47693,27.8,30660,8866,Website,45-55,2018-04-10 18:47:00,,40095
5525,0,0,0,0,0,0,0,0,313,26659,675,640,401,33306,22.5,24614,9663,Website,45-55,2018-01-06 03:34:00,977EB47C15534B5B9923E4C78BD8B7F9BADE2C7DAFB4758A1A2632D381C028F9,46405
5526,0,0,0,0,0,0,0,1,249,57871,607,586,290,57285,28.7,29375,5538,ThirdPartyListing,35-45,2018-03-07 21:44:00,70E967971E165F0446B61F570BB75427D56E7DF326014C0EBEC103E1E4BA2749,37850
5527,0,0,0,0,0,0,1,0,238,48829,564,485,454,54260,35,30075,9232,Website,18-35,2018-02-15 23:55:00,0A1963AAA19E92C2FFAF1242521CD1A42CD6C25D3737A749FBE1E603504E880C,37242
5528,0,0,0,1,0,0,0,0,195,56624,684,586,434,60000,29.6,26193,6425,ThirdPartyListing,18-35,2018-03-01 01:31:00,447765F5400938F2F954D6A4B25B5A73A4D865CB6E2DCFD4D358B6996F6787DC,37445
5529,0,0,0,0,0,0,1,0,142,54969,665,672,378,63454,34.5,24329,5661,ThirdPartyListing,35-45,2018-04-15 08:17:00,,32747
5530,1,0,0,0,0,0,1,0,258,51056,658,745,287,54891,20.6,26165,10132,Website,35-45,2018-01-05 00:40:00,15338BAAD438D7496F2E150ACD849607586669DD7F84FA75D67508C963BFDDE4,44070
5531,0,0,0,0,0,0,1,0,326,45231,634,657,344,68999,21,15808,6088,ThirdPartyListing,45-55,2018-02-16 05:08:00,5F39C6CDEDB1775166309641CB00110236A6AF2422B1FA9347B7E7DF86281BBD,40160
5532,0,1,0,0,0,0,0,0,362,43216,706,663,413,40591,40.8,24697,8196,Website,18-35,2018-01-07 15:21:00,50D5F76E5F37404AA567D6B0C0BCA527D5EDD0F5AE13F1125AF0F4909F1BEB16,27859
5533,1,0,0,0,0,0,0,0,151,47750,708,745,291,52249,32.4,18384,11246,Website,18-35,2018-02-06 05:42:00,62F46D3D6CF358063283D9583D5F6ECC7C990EEA504DD8926897368B4070D9FB,41673
5534,1,0,0,0,0,0,1,0,450,48601,643,690,308,64627,35.7,18346,7444,Website,18-35,2018-04-22 15:03:00,B09D71E03D685BA7DDDD453D7ED5CED50C7F0BEDC366B4FBDB00E2AFE96F2BBA,35411
5535,1,0,0,0,0,0,1,0,350,40098,652,647,360,52294,29.8,21084,7211,ThirdPartyFinancing,18-35,2018-01-29 11:17:00,A5A14234DEC8AC9AC2D24523F228EB2000296DDFD4524FAD8447751828920B24,38603
5536,0,0,0,0,0,1,1,0,177,46756,737,739,313,56027,40.6,15092,9889,Website,45-55,2018-01-07 15:25:00,2A5C59A9E45CC3FC3D72FD730E3995F326F2E4F3E9E3B1523766FED441A2A887,32007
5537,0,0,0,0,0,0,1,1,390,50883,652,632,344,63056,30.8,26596,9260,ThirdPartyFinancing,35-45,2018-03-19 05:00:00,88E80E620D167A9727960BD2612A4E224F849948F41A38DCD59C2BAAC4ABFE20,36284
5538,0,0,1,0,0,0,1,1,218,48408,574,624,405,50828,30.1,31157,9987,Website,45-55,2018-05-01 08:55:00,6166D358E5D88900F13550031E4D0E45C2B7D18E1ABD505130BDC1E0FE1AC5A8,50973
5539,0,0,0,0,1,0,1,0,228,72284,651,646,269,69243,21.1,23745,5061,ThirdPartyListing,18-35,2018-05-02 02:15:00,56F2CBF72C6B9355CC444BCA9F7A67E49B0E3BF2D2188EC1CB65244F87969CA7,46317
5540,0,0,0,1,0,0,1,0,387,42831,718,705,353,52391,30.2,30308,10135,Website,18-35,2018-02-24 03:20:00,2FB0BD1150F98E106A129F26F9D3DD2A6AFC1E07F31CC2B252CD4F7B84E4B148,42284
5541,0,0,0,0,0,0,1,1,271,42366,767,793,314,49708,26.5,16568,5526,ThirdPartyFinancing,65+,2018-01-16 17:58:00,B802DF729529232475164F604454BA132E5A8E332DDEEA6CB28313F67325AC0C,40918
5542,0,0,1,1,0,0,1,1,257,54565,583,591,308,56092,35,31186,9140,Website,65+,2018-02-09 18:38:00,007DF64A3F4B7D70415BA56BD2FCFE37CB1E2A00FE27EF6F7512D0AE93B9A8BE,52880
5543,0,0,0,0,0,1,1,0,333,55583,589,591,372,55555,14,24059,7205,Website,45-55,2018-01-23 22:34:00,FC0E6FFFCB6288DEE5AD9AFB7724F3B818DC762840E077F8A0577CB1F52F5178,33538
5544,0,0,0,0,0,0,0,1,383,35343,778,803,267,38526,24.5,20336,8937,Website,18-35,2018-02-27 20:47:00,D0BE508B0D7C9B9F71D38BCDC87023175243DE9CE135A6BF4DFC5656E5BC0444,39157
5545,0,0,1,0,0,0,1,0,251,44008,602,660,286,53249,30.2,24488,8381,Website,35-45,2018-01-12 08:52:00,E2BDE1A4B2098AFE0F332889E308A64C5295EC045DBC5EDC2523AF40A6B8EFC6,38441
5546,0,0,1,0,0,0,0,0,306,60720,662,672,357,64933,18.2,26784,11437,Website,45-55,2018-02-27 07:26:00,165DE4663A2ED57341C174CA95132D5C451ECA0C0BE45FA543CE8B597CE05D6E,38417
5547,0,0,0,0,0,1,0,0,143,67055,686,721,420,62158,34,18587,8500,Website,45-55,2018-04-14 23:02:00,A719CD9E80F1873320B8FE0573C3ACB4AC9218615FB4DD5829E80F6B9807A05C,26884
5548,0,0,0,0,0,0,0,0,204,53496,657,599,406,58878,37.7,25891,7332,ThirdPartyListing,18-35,2018-02-20 01:31:00,B90B18155F57EE6C71EE725D54AA33629DCCE1FD895F22B79F55074E626F81D3,50598
5549,0,0,1,0,0,0,1,0,345,55025,658,652,319,69574,17.4,27318,5780,Website,35-45,2018-02-02 17:49:00,,34677
5550,0,0,1,0,0,0,0,0,316,46063,580,555,278,46966,40.7,21192,6685,ThirdPartyListing,55-65,2018-01-12 16:52:00,,29197
5551,1,0,1,0,0,1,0,1,313,59379,634,760,373,84631,25.6,22953,5955,Website,65+,2018-03-23 06:52:00,6B45953F6DC714F1DAE0B8825DEFE2B1E1BDAA39AF3F52EECFF1882D4033D33C,31103
5552,1,0,0,0,0,1,0,0,259,45860,757,830,237,38132,38.2,21945,4926,Website,35-45,2018-05-02 18:08:00,,34666
5553,0,0,1,0,0,0,1,0,227,71330,690,690,356,81069,29.3,28613,6852,ThirdPartyListing,35-45,2018-04-24 08:51:00,458F5C044254151558661985F9F6CCF8208C551C3F232DDA298AF1B627BEDC82,48825
5554,0,0,0,0,0,0,1,0,306,45964,623,588,285,40114,14.4,15833,9398,Website,45-55,2018-04-25 23:58:00,59B6FC984D5202072C6DC0E9A9B3EDC01A455BAF6C2FF895EFFD5ABA4795E3EC,26792
5555,0,0,0,0,0,1,1,0,206,70699,600,621,429,74481,34.2,22414,9060,ThirdPartyListing,35-45,2018-04-11 12:24:00,F28BD57CC43092967F46D6D7DE4DD26615F1CD51A300D7AE7BB78813A1D3F222,47713
5556,0,0,0,0,0,1,1,0,281,61589,619,681,367,49858,23.5,20503,3458,Website,18-35,2018-04-06 00:46:00,5F0A9F2EC18E113D97204863CE878A84D2A522DFD727BFB5DEA972A21BDEBB28,53623
5557,0,1,0,0,0,1,1,0,306,40848,719,730,372,35607,21.5,26989,6748,Website,45-55,2018-02-24 03:08:00,CC221029ABE3330403427969605E01D552C0B044FEDF4E00F38CA63C4BF10AA3,49310
5558,1,1,0,0,0,1,0,0,392,52499,611,641,394,74750,30.9,22715,4042,Website,35-45,2018-05-05 17:48:00,10DD6D460B24F00564F83B8BAA9538A331FBA52E6763F7ECC90483849E17381F,37491
5559,1,0,0,0,0,0,0,0,314,53468,743,763,313,43509,27.6,24012,7383,ThirdPartyListing,18-35,2018-01-27 02:46:00,,30092
5560,1,0,0,0,0,0,0,0,334,31090,719,814,418,31614,27,30317,8122,Website,45-55,2018-03-15 02:38:00,4DA7613D45DD3C334F691D9D8BD57D447181356E1DF1165FE07C8CF16B91C449,32672
5561,0,1,0,1,0,0,0,1,275,60843,637,710,292,55797,16.2,20718,6600,Website,45-55,2018-01-18 16:10:00,783BF817B933426D1EB46E152D40294E9969D4B1940299DD05E111CEBD237A5C,46463
5562,0,0,0,1,0,0,1,0,352,36260,587,678,388,21693,27.2,31179,10377,ThirdPartyListing,45-55,2018-02-10 02:29:00,E00058E4720098125967B3CE131E9AA17E07CA8E89895B79F23CB96D60472A68,42826
5563,0,0,0,0,0,1,1,1,344,46045,712,757,394,36381,33.8,22934,8303,Website,65+,2018-01-21 02:11:00,D79A7F5A3EEA7D021F7378C4A11EBC08BE84076B89CB90B7A9F9ECD0DFAD9592,38210
5564,0,0,0,1,0,0,1,1,382,61749,620,681,416,69141,16.9,23648,8998,Website,18-35,2018-02-22 06:28:00,75459F6043764040CF69E951F72CF362C722DF7506E8116D1910E39C045BE889,45647
5565,0,0,0,0,0,0,0,0,351,41487,676,723,333,23463,25.2,17041,8068,Website,65+,2018-02-04 01:29:00,C8B59B6B494F65D844828D3107DB6B23FCB2D5FF9A0D38D1CEDBC6E2DFCF895F,40148
5566,0,0,0,0,0,0,0,0,353,34770,623,646,262,37057,28,27299,5710,Website,65+,2018-05-02 05:31:00,A8F9B0DE61F66491A78D64FA2D201FE3EF0E97B346139166EB99BB2214C47BB7,31408
5567,0,0,0,0,0,0,0,0,300,38272,555,545,429,35638,25.2,21008,6642,Website,45-55,2018-01-30 19:46:00,0E6972C37431A4B2AAD2953C48CB0D993BACE07EF645553D151D853D08648D2A,33851
5568,0,0,0,0,0,0,1,0,336,50535,622,656,395,36441,31.8,24425,9624,ThirdPartyListing,35-45,2018-04-07 00:47:00,545ACA10ACCBCDB18062562F52AD40E923A7D84D0AA254ADDA7E5F256DA1C68E,37841
5569,0,0,0,0,0,1,1,0,317,61951,727,765,290,47024,29.5,29571,5993,ThirdPartyListing,55-65,2018-05-05 08:44:00,B3879358DC97D3CAFAD6CB5C5EA999417B52212444C52C3ED84E7EEF70B83D65,43716
5570,0,0,1,0,0,0,0,0,263,36213,630,647,371,45976,31.7,27275,10438,ThirdPartyListing,35-45,2018-02-05 12:33:00,966FE549AEA1D0094EA78FD2739902356CF0909EC952B175819B19DEA16AA89D,32667
5571,0,0,1,0,0,0,0,0,264,22311,562,556,349,6169,19.6,30487,10782,Website,45-55,2018-03-15 20:35:00,1055639CAA990D785EF2DCCCE142107380782A6592FC8BC4B955D5AF6D2E551B,41783
5572,0,1,0,0,0,0,1,0,207,54641,671,671,321,51474,22.1,24194,8513,Website,55-65,2018-01-31 01:06:00,F2B29018C1E2A7D50FC5FB53DE61D5338AE34CB71F7C6DF0828F9CF2B80FB5C6,34137
5573,0,0,0,0,0,0,0,0,342,56566,727,734,411,57487,21.7,25477,13280,Website,35-45,2018-01-16 22:06:00,,34959
5574,1,0,0,0,0,0,1,1,319,43650,670,718,338,42527,23.4,24504,8815,Website,18-35,2018-01-05 00:39:00,7A6A70CE0964C50EDA98011E26AC114261096EEBD35D99DD679AFEBF0617AAAA,53662
5575,0,0,0,0,0,0,0,0,194,45335,641,674,362,40163,23.6,21227,8221,ThirdPartyListing,45-55,2018-04-21 15:34:00,7B7FC47BDBB3239C2A5FF3C1AA0D04F72D0293CE9C1F241940F86F114E01788E,35457
5576,0,0,0,0,0,0,1,0,211,38534,729,797,362,41093,27.4,31299,6605,Website,35-45,2018-04-27 11:03:00,A8452D3A52ABF9670E042C435B8236CAB359796328E5D222814D00820A8DC09E,40545
5577,0,0,1,0,0,0,1,0,197,61624,571,586,400,78496,13,19633,8454,Website,45-55,2018-01-09 01:11:00,3F15F0A73C26AEFD969B4CAE760D485770F4CCF9CD331BE189F2AC7241B91CFC,31912
5578,0,0,1,0,0,0,0,0,236,56322,600,574,291,60170,30.9,26721,11228,Website,35-45,2018-05-07 13:51:00,2C53E6EB59626EB7F574AC813868417FC1FAC8228317718ED09CD6EAA1900918,56492
5579,0,0,0,0,0,0,1,0,287,55255,606,636,323,46369,25.8,21444,5595,Website,45-55,2018-03-07 13:53:00,2E1FC720567EF6914FDC41680358420A0BD7DF9338AEDB305F172197FB6A3CCC,28833
5580,0,0,1,0,0,0,0,0,287,37892,628,674,247,28721,27.3,25855,9029,Website,18-35,2018-01-06 04:40:00,7D875A668184EB040CC4FA095BA82A8D54D79BCE95EE87E8BFA88F3D48DF6ED8,47935
5581,0,0,0,0,0,0,0,0,264,33971,629,666,421,18414,30.2,27988,9595,Website,45-55,2018-05-08 08:28:00,CE3C6F7C6461A4ADADC68296FEFA5F940E085C50A59B27EEB33D66D8BAB68B1F,39237
5582,0,0,0,0,0,0,0,0,171,51306,607,628,368,53781,28.7,26691,7828,Website,45-55,2018-04-25 09:40:00,9A5915A793FDA3FDA2001D57D12EE1E4D7EA86456B2AD2F57077336EE024294B,46082
5583,0,0,0,1,1,0,1,0,285,54126,691,706,345,50354,23.4,19387,8331,Website,45-55,2018-03-11 00:52:00,58009BE0A56B3FF3E18B736C84D16D33A5F8F5611EEBC68FDB20B691CBF971F2,35220
5584,0,0,0,1,0,0,0,1,335,68973,631,673,395,75287,39.4,33604,6683,ThirdPartyListing,35-45,2018-01-10 00:54:00,3B5B54188CD8D252984C38670B840460975C5D5AC45C5195AA7077EBA9F730A0,40481
5585,0,0,0,0,0,1,1,0,326,60000,736,764,371,57353,27.6,22268,5596,ThirdPartyFinancing,65+,2018-02-03 19:39:00,B0CCC0203A81883A8EA348C694492AA44966057BFD6637168A4FFC3F9F2B5021,35965
5586,0,0,0,0,0,0,1,0,260,51854,691,692,244,61633,33.9,18340,5847,ThirdPartyListing,18-35,2018-04-12 23:46:00,966AE368802C993FC702B56F1999D1EB1570F76C7FCCFA51DF57C7236077397E,40950
5587,0,0,0,0,1,0,1,0,241,71783,750,726,440,76624,24.9,23882,9636,ThirdPartyListing,55-65,2018-03-16 06:55:00,,56285
5588,0,0,0,0,0,0,1,0,290,49038,712,788,257,54127,33.8,18954,5166,ThirdPartyListing,45-55,2018-02-24 20:39:00,65E6D3D7DFAD1A152F89CBAE2B0A955003C0FA405F6B3B8ADFB567F538FD05B2,34967
5589,0,0,0,0,1,0,1,0,210,41414,679,672,364,47182,28.3,24399,6824,Website,18-35,2018-01-08 17:21:00,D3518D72CD3EC87AD3EFA6543AB88F4CC53CD0B93D11F5A862E2D4304ACAFFC8,28390
5590,0,0,0,0,0,0,0,0,303,48520,690,732,352,45242,25.6,19897,6554,ThirdPartyListing,65+,2018-04-27 09:01:00,DB6A2E09343EC52685452A3A825C5DACED06B187F2A450651F519EFFE23113A7,26694
5591,0,0,0,0,0,0,0,0,445,59553,538,570,442,51074,21.2,26362,7293,Website,18-35,2018-04-12 05:28:00,9C5B5B98061EBCB09583D77A538BE9BED0FA767D180A7EDA6CE23CDA61DB5098,38587
5592,0,0,0,0,0,0,1,0,151,61157,697,765,349,61559,38.6,25890,7060,Website,45-55,2018-05-04 22:23:00,2981C851EE129B7945B18FCA9A0DCD0AA12B6FF8145C68963BC81A708429FF91,31572
5593,0,0,0,0,0,0,1,1,275,27970,625,613,291,37500,23,15674,6983,ThirdPartyListing,55-65,2018-05-05 07:12:00,A00C5660D5D5838787F42230F4D0618994E06561AF981402FA7A0566CFDE7982,22086
5594,0,0,1,0,1,0,0,0,360,53082,642,590,360,62400,23.2,25443,11586,Website,45-55,2018-03-23 07:37:00,6A00311AF0FFDD856A1573E0C70302840054686251615DC9A18F5C7D21C65139,33659
5595,0,0,0,0,0,0,0,0,339,38998,579,566,395,37938,29.8,19215,10228,Website,18-35,2018-01-14 12:44:00,5793781429936D60E4089199CF478EC58D8764455876D63B12B92CA26AEF1966,31841
5596,0,0,0,0,0,1,0,0,288,68167,720,803,453,74194,29.9,26316,6151,Website,55-65,2018-01-28 01:27:00,,50824
5597,0,0,0,0,0,1,0,0,332,54527,537,568,412,51696,41.4,19821,11923,Website,18-35,2018-02-15 11:33:00,0E4ED46CA57B2B86EE14A7DEDB93B9E23CCB2F12FFC4F6CEF4CFE2A3BA758B26,45799
5598,0,0,0,0,1,1,1,1,235,62470,630,670,440,66841,8.1,23562,6733,ThirdPartyListing,45-55,2018-04-21 08:18:00,986367E74A3E2CF0D0E53282EEE6C0FF5ABCAC14B2A0F951C59463FFFA43EF6C,47402
5599,0,0,0,0,0,1,1,0,335,58011,583,596,302,38278,19.2,26604,10572,ThirdPartyListing,35-45,2018-04-06 18:51:00,0F35E1DACD41084BFD686120EFF7912387DDDF7ACDFE2B2D5E5FF0ED6301003E,32203
5600,0,0,0,0,0,0,1,0,217,60316,630,644,382,62110,19.6,21114,8277,Website,45-55,2018-02-06 03:03:00,0ABDEA4C8877EE214177DC4F034A5978DFB47847445A11FA07EC405259E7D7A5,33626
5601,0,0,0,1,0,0,0,0,305,58611,621,541,293,70345,23.1,27099,13700,Website,35-45,2018-03-03 15:19:00,1C5C81B30B7209F1BAA357D113859D93357BC2427A935E5E0A004B3E7589B940,54986
5602,0,0,0,0,0,0,1,0,224,62699,647,643,474,60013,26.5,18878,10469,ThirdPartyListing,35-45,2018-01-22 14:18:00,1FB33C60F589BDCAF8DC054A4FE0300D1400A5F8DCAEAD615376DE5A3B562B67,46346
5603,1,0,0,0,0,0,1,0,268,33504,635,668,320,56976,23.8,22717,11676,Website,18-35,2018-02-23 07:22:00,18CBD0215D7B1769C5234335F536DFC6123CE19C5A761F179BC401F019667BC3,37571
5604,0,0,0,1,0,1,0,0,330,68365,649,608,297,84366,25.3,21222,4484,ThirdPartyListing,45-55,2018-04-16 06:38:00,F94A23E715B97282A0C5689C115BDCB83E8C2394770D482E7A48E5B90F931994,34454
5605,0,0,1,0,0,1,0,0,374,58654,631,678,362,39952,29.8,27089,10089,Website,35-45,2018-02-09 01:33:00,58F44AE71F6ED7C2308BABF1D673B3F2BB6D2529F8E6DD1E24648CE0244BF5A5,47095
5606,0,0,0,0,0,0,0,0,332,56202,654,620,343,48734,17.6,24554,8261,Website,35-45,2018-02-03 09:46:00,F5DD28DAE655490889D641C179BF97B6115FC86957CAC861023DAC848E728A68,42326
5607,0,0,0,0,0,0,0,0,237,60935,661,743,337,72144,40.1,16393,7034,Website,45-55,2018-05-07 08:35:00,C0EB744109285E4F0D56AB94C6B85196325B68CF01C934DD708F6953BF5EDF9E,42677
5608,1,0,1,0,0,0,1,1,142,71096,637,629,396,84795,9.9,18164,3024,Website,18-35,2018-05-02 22:15:00,07BEE5A17C7979DE49F100DA7C7D542E15F15D3AE5246D943BA31AB71DE0CFB4,38585
5609,1,0,1,0,0,0,1,1,357,32198,549,602,349,31983,25.5,18682,6823,Website,45-55,2018-03-20 08:16:00,9B8750CD3E863B959226B7F07F6923831BCEB15DF9F6F5E771AF85CE5DD5652C,26427
5610,0,0,0,0,0,0,0,0,361,55127,683,705,358,62207,37.2,24137,4794,ThirdPartyListing,65+,2018-05-09 04:44:00,31323CB40C947623BE6454843E02725750239BACB19A0FEFF9E415E329B7E168,27941
